epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.5057142783725073,0.41527078501761905,0.06542573969752069,0.44091767214593436,0.5002501278057165,0.40499147632648014,0.06891239673018515,0.4320051329710771
1,0.49849182112782053,0.40499152783212783,0.06514900490809554,0.43052993932684785,0.5002501278057165,0.4049915015965834,0.06886829454088401,0.43198787302837305
2,0.5035719938705149,0.40499148390693956,0.06497312772319437,0.43046095012520813,0.5002501278057165,0.4049914420366645,0.06891444638528008,0.43200590635550623
3,0.499603110081545,0.40499142190353665,0.06512896274752439,0.43052197561545646,0.5002501278057165,0.4049913943887294,0.06886584587160381,0.43198680442353976
4,0.5003968823389471,0.404991383632226,0.0646444708345466,0.4303320144250064,0.5002501278057165,0.4049913362451289,0.06885414146792597,0.43198215970401466
5,0.49912684383723904,0.4049913121189536,0.0655224698699643,0.43067611949578943,0.5002501278057165,0.40499127959239,0.06884586059298738,0.4319788580420257
6,0.5046832787458775,0.40499124736667796,0.06502732922797506,0.43048195837319586,0.5002501278057165,0.40499122744205296,0.0688589499846824,0.43198393475359353
